t	SP	CV	PV	e	P	G	dP	F1	L1	L2	L3	F2	dist
120.0	0.2	53.621873630713424	0.19129507531142684	0.010376876640591892	185.8642142218618	53.67936101212386	184.3212983672642	15.531809920296112	0.25024697522351236	0.21721144125527606	0.19129507531142684	21.342160966796662	7.0
121.0	0.2	52.97718097336139	0.19184458390406983	0.009981101018135902	184.8463407615073	52.828478719303725	183.9551469287501	15.66444704423397	0.24645533311186205	0.21741089641877753	0.19184458390406983	21.352234860092228	7.0
122.0	0.2	53.31267773665226	0.19220858189950765	0.009968918976353075	185.32895785156367	53.18023000602538	183.71971051168683	15.56286756751742	0.24920224323194384	0.2177467059638877	0.19220858189950765	21.28126431385203	7.0
123.0	0.2	53.35178823629706	0.18971179975625602	0.009560592294204778	184.85815051995837	53.53094708599755	183.55552400290875	15.473183091995747	0.2509076014688427	0.21808341980886606	0.18971179975625602	21.3212752968032	7.0
124.0	0.2	55.04172232383555	0.19057225040316308	0.009750246285885944	184.12352646089536	55.070742404183356	182.94891029858442	15.819015936603735	0.24687647135726415	0.21879390499939616	0.19057225040316308	21.500284691507726	7.0
125.0	0.2	55.36125513864145	0.19031492312707732	0.009487766194105685	181.73204025470068	55.10453388841806	180.96850593143807	15.972840173609773	0.24877813501170282	0.2186177563532019	0.19031492312707732	21.45665763627395	7.0
126.0	0.2	55.921511400957904	0.19178976773772657	0.009482677137466478	181.10465262613027	55.77649306283591	179.5847103063943	16.14797201895423	0.2520945216019162	0.21911748634451658	0.19178976773772657	21.354392551775522	7.0
127.0	0.2	55.63165194852178	0.19238407612377	0.00908854487288177	180.7036744678055	55.758592710492614	179.5334781290488	16.28991703207252	0.2525325799251967	0.21913125540142953	0.19238407612377	21.51857904811588	7.0
128.0	0.2	55.58180779540464	0.1916852403710128	0.00892629672891987	181.38175927180933	55.69330781691314	180.01341675690617	16.093549829152543	0.2537078520133474	0.22018351997706218	0.1916852403710128	21.558239482363113	7.0
129.0	0.2	56.363190120883466	0.19274425283959506	0.008757099698725679	180.02265359360524	56.69424445430272	179.2042151951898	16.325595412592843	0.25281318821658255	0.22142529623344173	0.19274425283959506	21.428285169632712	7.0
130.0	0.2	56.536690655584984	0.1952613906925522	0.008495001631030563	179.28727366908646	56.6152172903525	178.41725669891125	16.349846432921087	0.2527598529482241	0.2206583361622429	0.1952613906925522	21.463329942844375	7.0
